imageUrl,title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
https://lh3.googleusercontent.com/p/AF1QipP4Q6chl-eBRQTd8RB3IFPEYF4xqf3KdoP7o1O5=w408-h306-k-no,Float Norwich,4.8,138,66-70 Ber St,Norwich,,GB,https://www.floatnorwich.co.uk/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Float%20Norwich&query_place_id=ChIJGbQ3kOXj2UcRXHDfN-ZEKQ8
https://lh3.googleusercontent.com/p/AF1QipN_NfMvd8nLfKQWwYXvENZWRo7URs46UqcXiiC5=w408-h544-k-no,The Dip Sauna,,0,Mill Rd,Norwich,,GB,https://www.thedipsauna.co.uk/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=The%20Dip%20Sauna&query_place_id=ChIJ2UmqDN1Z10cRnBFOtUpr-3Y
https://lh3.googleusercontent.com/p/AF1QipODIo_pqGPQel-qYnG4mLxAOjIsfjtdo7mTLLw=w408-h313-k-no,Community Sauna Box Dunwich,5,3,7JHM+QC,Saxmundham,,GB,https://www.saunabox.co.uk/,,Sauna,https://www.google.com/maps/search/?api=1&query=Community%20Sauna%20Box%20Dunwich&query_place_id=ChIJnUqjDgAh2kcR6PRIi4ty5rk
https://lh3.googleusercontent.com/p/AF1QipPKIDF11PBrBvTFZNV220xENy26LFaAF_Rh2LZA=w408-h306-k-no,You Fit,4,63,Ipswich Rd,Norwich,,GB,https://youfitclubs.co.uk/club/norwich/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=You%20Fit&query_place_id=ChIJDbCJyajm2UcRgeNVYyPgLpw
https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8wMNT_UtoQdY7wXE4gPwMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.149433&pitch=0&thumbfov=100,Sauna,,0,Wroxham Rd,Norwich,,GB,,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=Sauna&query_place_id=ChIJSxB3-anj2UcR34aCGZWyvvE
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybB2g5j4Cuz_IxRvF5g_Zzp5wpdwOqrAGNbkV8rJNruOb4N4mFaiSNSfc3Qc3AtiB284H8AQAJnkCOrFzXn1KDmvCqYZYxGMcdRMC-3EBtK8UN6fbKqbaoMR2DAvzXzkXH8Ew=w408-h307-k-no,The Wild Sauna,5,30,Whichford Mill,Shipston-on-Stour,,GB,https://www.whichfordmill.co.uk/,,Sauna,https://www.google.com/maps/search/?api=1&query=The%20Wild%20Sauna&query_place_id=ChIJ_xF6Jugrd0gRVPBk0InlPu0
https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwVaRD6Rs8W8Su4mruzmkPdkdm1h5S8E-lFuVSI7u_BPIJ7ElOTfQBjIQkF5h57gHvynX46ZwA8J27iI61ymABlkwFVed4dpN-Q6Fgcktn1BC1XTNX5w2gIfXU_7QGBn-aALfl0=w408-h724-k-no,The Sauna at the Cottage,5,56,"The Sauna at the Cottage, White End",Gloucester,,GB,https://www.thesaunaatthecottage.com/,,Sauna,https://www.google.com/maps/search/?api=1&query=The%20Sauna%20at%20the%20Cottage&query_place_id=ChIJuWUj3xQBcUgR2d5y4ZUTgj8
https://lh3.googleusercontent.com/p/AF1QipP9RckGqew8sAiyZp1sN6-3pHLuMjEWwqT6DhM=w408-h544-k-no,The Recovery Club,5,19,43 London Rd,Stroud,,GB,https://therecovery.club/,,Sauna,https://www.google.com/maps/search/?api=1&query=The%20Recovery%20Club&query_place_id=ChIJGXQpHIgNcUgRZf-ona1tmpE
https://lh3.googleusercontent.com/p/AF1QipPoT84TGsmWPUaXQHDiP8eAn60sl-_eCMphVmDG=w408-h272-k-no,The Spa At Cheltenham Chase,4,166,Shurdington Rd,Gloucester,,GB,https://www.thecheltenhamchase.co.uk/spa/,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=The%20Spa%20At%20Cheltenham%20Chase&query_place_id=ChIJZXaUqU8FcUgRJMTsKD87rO8
https://lh3.googleusercontent.com/p/AF1QipPbu-jXni4xMjLoM8CIummIrooqzcc9Oii3vbeN=w408-h262-k-no,"The Tiny Sauna Company, Wellness Retreat Herefordshire",,0,1,Hereford,,GB,https://www.tinyhomecompany.co.uk/the-tiny-sauna-company,#ERROR!,Sauna,https://www.google.com/maps/search/?api=1&query=The%20Tiny%20Sauna%20Company%2C%20Wellness%20Retreat%20Herefordshire&query_place_id=ChIJ41VYQ-zNcUgRORntYnUs9QY
